client_internal,date,price,currency
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/07/2020,193.709,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/07/2020,193.609,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/07/2020,193.395,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/07/2020,194.903,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/07/2020,193.595,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/08/2020,193.884,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/08/2020,193.854,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/08/2020,191.301,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/08/2020,191.753,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/08/2020,190.992,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/08/2020,192.115,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/08/2020,190.385,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/08/2020,188.652,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/08/2020,187.589,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/08/2020,184.676,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/08/2020,186.469,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/08/2020,186.183,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/08/2020,184.605,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/08/2020,184.2,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/08/2020,186.017,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/08/2020,187.265,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/08/2020,185.718,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/08/2020,184.539,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/08/2020,183.525,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/08/2020,186.085,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/08/2020,186.085,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/09/2020,186.804,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/09/2020,186.316,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/09/2020,186.346,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/09/2020,185.307,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/09/2020,186.469,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/09/2020,191.272,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/09/2020,190.635,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/09/2020,190.6,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/09/2020,191.79,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/09/2020,191.1,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/09/2020,189.371,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/09/2020,189.378,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/09/2020,189.855,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/09/2020,189.438,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/09/2020,189.43,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/09/2020,188.93,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/09/2020,188.092,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/09/2020,186.555,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/09/2020,188.092,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/09/2020,187.983,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/09/2020,189.58,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/09/2020,187.594,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/10/2020,188.549,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/10/2020,187.557,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/10/2020,185.796,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/10/2020,183.827,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/10/2020,183.293,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/10/2020,184.817,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/10/2020,185.828,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/10/2020,185.957,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/10/2020,187.582,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/10/2020,189.012,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/10/2020,190.085,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/10/2020,190.722,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/10/2020,191.402,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/10/2020,190.806,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/10/2020,188.79,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/10/2020,187.903,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/10/2020,188.95,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/10/2020,188.269,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/10/2020,189.75,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/10/2020,190.219,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/10/2020,190.636,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/10/2020,188.64,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/11/2020,190.374,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/11/2020,189.42,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/11/2020,191.335,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/11/2020,189.074,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/11/2020,186.719,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/11/2020,183.745,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/11/2020,179.661,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/11/2020,178.711,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/11/2020,181.182,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/11/2020,180.975,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/11/2020,181.333,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/11/2020,182.06,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/11/2020,181.509,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/11/2020,182.253,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/11/2020,184.29,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/11/2020,183.079,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/11/2020,181.836,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/11/2020,185.364,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/11/2020,187.453,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/11/2020,187.514,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/11/2020,188.297,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/12/2020,187.456,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/12/2020,186.322,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/12/2020,186.427,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/12/2020,186.205,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/12/2020,188.877,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/12/2020,191.163,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/12/2020,190.368,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/12/2020,192.159,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/12/2020,192.488,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/12/2020,191.087,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/12/2020,189.409,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/12/2020,189.92,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/12/2020,188.715,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/12/2020,189.985,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/12/2020,191.931,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/12/2020,192.373,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/12/2020,187.425,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/12/2020,187.984,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/12/2020,187.984,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/12/2020,187.984,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/12/2020,189.534,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/12/2020,189.295,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/12/2020,190.389,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/01/2021,190.389,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/01/2021,190.534,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/01/2021,187.316,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/01/2021,185.19,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/01/2021,183.17,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/01/2021,183.587,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/01/2021,182.926,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/01/2021,182.537,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/01/2021,184.623,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/01/2021,185.337,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/01/2021,184.958,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/01/2021,185.126,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/01/2021,184.504,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/01/2021,182.207,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/01/2021,181.462,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/01/2021,182.149,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/01/2021,184.388,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/01/2021,184.817,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/01/2021,185.414,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/01/2021,185.679,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/01/2021,184.251,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/02/2021,184.705,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/02/2021,183.349,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/02/2021,183.201,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/02/2021,181.308,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/02/2021,180.375,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/02/2021,180.493,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/02/2021,180.677,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/02/2021,180.6,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/02/2021,180.759,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/02/2021,179.61,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/02/2021,178.401,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/02/2021,176.969,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/02/2021,177.975,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/02/2021,175.384,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/02/2021,173.557,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/02/2021,173.486,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/02/2021,171.98,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/02/2021,171.116,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/02/2021,173.796,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/02/2021,172.75,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/03/2021,173.561,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/03/2021,175.189,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/03/2021,173.737,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/03/2021,175.781,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/03/2021,175.445,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/03/2021,174.826,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/03/2021,176.702,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/03/2021,177.481,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/03/2021,177.08,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/03/2021,175.066,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/03/2021,177.103,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/03/2021,177.138,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/03/2021,176.72,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/03/2021,175.488,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/03/2021,175.807,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/03/2021,175.742,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/03/2021,177.485,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/03/2021,178.75,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/03/2021,180.178,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/03/2021,179.188,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/03/2021,177.71,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/03/2021,175.911,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/03/2021,175.647,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/04/2021,178.43,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/04/2021,178.43,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/04/2021,178.43,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/04/2021,177.712,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/04/2021,177.582,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/04/2021,177.764,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/04/2021,176.747,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/04/2021,177.507,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/04/2021,177.581,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/04/2021,176.497,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/04/2021,178.07,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/04/2021,177.57,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/04/2021,178.932,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/04/2021,178.575,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/04/2021,178.022,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/04/2021,178.158,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/04/2021,177.867,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/04/2021,177.681,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/04/2021,176.74,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/04/2021,176.086,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/04/2021,175.515,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/04/2021,176.195,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/05/2021,176.195,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/05/2021,177.847,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/05/2021,177.329,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/05/2021,177.704,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/05/2021,177.462,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/05/2021,176.873,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/05/2021,174.567,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/05/2021,174.09,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/05/2021,174.1,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/05/2021,175.033,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/05/2021,175.318,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/05/2021,174.872,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/05/2021,175.464,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/05/2021,175.581,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/05/2021,177.005,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/05/2021,177.639,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/05/2021,178.474,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/05/2021,179.561,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/05/2021,178.348,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/05/2021,179.981,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/05/2021,179.981,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/06/2021,178.925,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/06/2021,180.654,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/06/2021,179.344,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/06/2021,179.854,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/06/2021,179.689,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/06/2021,180.381,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/06/2021,181.31,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/06/2021,181.175,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/06/2021,182.27,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/06/2021,181.834,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/06/2021,181.741,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/06/2021,180.904,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/06/2021,179.484,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/06/2021,179.882,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/06/2021,178.573,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/06/2021,177.15,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/06/2021,178.153,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/06/2021,179.146,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/06/2021,177.867,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/06/2021,179.267,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/06/2021,178.139,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/06/2021,178.346,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/07/2021,177.443,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/07/2021,178.03,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/07/2021,177.611,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/07/2021,180.228,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/07/2021,182.489,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/07/2021,182.429,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/07/2021,180.713,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/07/2021,180.77,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/07/2021,181.852,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/07/2021,183.291,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/07/2021,182.43,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/07/2021,184.032,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/07/2021,186.282,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/07/2021,187.317,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/07/2021,186.687,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/07/2021,188.649,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/07/2021,189.584,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/07/2021,190.366,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/07/2021,189.929,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/07/2021,189.327,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/07/2021,189.348,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/07/2021,188.99,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/08/2021,190.021,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/08/2021,190.73,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/08/2021,192.003,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/08/2021,192.211,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/08/2021,190.932,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/08/2021,192.71,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/08/2021,191.637,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/08/2021,191.062,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/08/2021,189.497,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/08/2021,190.056,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/08/2021,189.132,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/08/2021,190.229,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/08/2021,190.456,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/08/2021,190.944,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/08/2021,191.349,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/08/2021,192.214,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/08/2021,193.141,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/08/2021,191.066,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/08/2021,191.106,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/08/2021,191.913,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/08/2021,191.913,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,31/08/2021,188.311,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/09/2021,188.111,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/09/2021,188.935,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/09/2021,187.29,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/09/2021,188.665,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/09/2021,189.244,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/09/2021,190.048,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,09/09/2021,190.473,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,10/09/2021,190.106,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/09/2021,191.217,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/09/2021,191.026,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/09/2021,191.525,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,16/09/2021,189.331,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,17/09/2021,188.043,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/09/2021,189.762,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/09/2021,188.711,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/09/2021,188.627,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,23/09/2021,185.962,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,24/09/2021,185.371,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/09/2021,186.867,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/09/2021,183.005,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/09/2021,180.962,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,30/09/2021,180.369,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/10/2021,181.986,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,04/10/2021,183.045,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,05/10/2021,183.203,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,06/10/2021,182.405,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,07/10/2021,182.857,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,08/10/2021,180.585,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,11/10/2021,179.667,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,12/10/2021,182.705,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,13/10/2021,185.028,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,14/10/2021,188.914,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,15/10/2021,186.166,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,18/10/2021,185.276,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,19/10/2021,186.092,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,20/10/2021,186.952,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,21/10/2021,187.385,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,22/10/2021,190.123,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,25/10/2021,188.289,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,26/10/2021,187.54,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,27/10/2021,191.618,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,28/10/2021,191.86,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,29/10/2021,188.619,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,01/11/2021,187.865,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,02/11/2021,189.63,GBP
GB00B3MYD345 UKTI 0 5/8 11/22/42,03/11/2021,188.504,GBP
