portfolio,date,mv,returns
uKEquity,19/05/2017,1250363.82,-0.001368685
uKEquity,20/05/2017,1250815.18,0.000360983
uKEquity,21/05/2017,1249885.25,-0.000743459
uKEquity,22/05/2017,1248400.26,-0.001188101
uKEquity,23/05/2017,1250900.31,0.002002603
uKEquity,24/05/2017,1249660.05,-0.000991494
uKEquity,25/05/2017,1243271.34,-0.005112358
uKEquity,26/05/2017,1235909.85,-0.005921065
uKEquity,27/05/2017,1227266.26,-0.006993706
uKEquity,28/05/2017,1215732.01,-0.009398327
uKEquity,29/05/2017,1203308.3,-0.010219119
uKEquity,30/05/2017,1189338.22,-0.011609726
uKEquity,31/05/2017,1175231.24,-0.011861201
uKEquity,01/06/2017,1163608.45,-0.00988979
uKEquity,02/06/2017,1157597.69,-0.005165621
uKEquity,03/06/2017,1156560.379,-0.000896089
uKEquity,04/06/2017,1158044.68,0.001283374
uKEquity,05/06/2017,1166190.51,0.007034124
uKEquity,06/06/2017,1172275.11,0.005217501
uKEquity,07/06/2017,1169551.809,-0.00232309
uKEquity,08/06/2017,1163457.47,-0.005210834
uKEquity,09/06/2017,1158316.16,-0.004418993
uKEquity,10/06/2017,1151677.95,-0.005730914
uKEquity,11/06/2017,1143115.51,-0.007434752
uKEquity,12/06/2017,1138805.59,-0.003770328
uKEquity,13/06/2017,1135465.27,-0.002933178
uKEquity,14/06/2017,1129566.09,-0.005195386
uKEquity,15/06/2017,1118855.57,-0.009481977
uKEquity,16/06/2017,1114601.49,-0.003802171
uKEquity,17/06/2017,1111335.09,-0.002930554
uKEquity,18/06/2017,1110095.58,-0.001115334
uKEquity,19/06/2017,1108161.77,-0.001742021
uKEquity,20/06/2017,1109727.131,0.001412574
uKEquity,21/06/2017,1107715.54,-0.001812689
uKEquity,22/06/2017,1108612.22,0.000809486
uKEquity,23/06/2017,1103897.43,-0.004252876
uKEquity,24/06/2017,1104875.65,0.000886151
uKEquity,25/06/2017,1106558.83,0.001523411
uKEquity,26/06/2017,1108165.85,0.001452268
uKEquity,27/06/2017,1106862.7,-0.001175952
uKEquity,28/06/2017,1105403.2,-0.001318592
uKEquity,29/06/2017,1104481.38,-0.000833922
uKEquity,30/06/2017,1101840.46,-0.002391095
uKEquity,01/07/2017,1105060.95,0.002922828
uKEquity,02/07/2017,1111099.51,0.005464459
uKEquity,03/07/2017,1120135.16,0.00813217
uKEquity,04/07/2017,1124376.36,0.003786329
uKEquity,05/07/2017,1128430.18,0.003605394
uKEquity,06/07/2017,1131977.22,0.00314334
uKEquity,07/07/2017,1133918.92,0.001715317
uKEquity,08/07/2017,1138160.93,0.003741017
uKEquity,09/07/2017,1147165.691,0.007911676
uKEquity,10/07/2017,1158791.76,0.010134604
uKEquity,11/07/2017,1168616.95,0.008478823
uKEquity,12/07/2017,1173567.01,0.004235828
uKEquity,13/07/2017,1174341.119,0.000659621
uKEquity,14/07/2017,1176239.27,0.001616353
uKEquity,15/07/2017,1178054.33,0.001543104
uKEquity,16/07/2017,1180747.59,0.002286193
uKEquity,17/07/2017,1190914.71,0.008610748
uKEquity,18/07/2017,1206005.47,0.012671571
uKEquity,19/07/2017,1217999.879,0.009945568
uKEquity,20/07/2017,1229950.79,0.009811914
uKEquity,21/07/2017,1235473.31,0.004490033
uKEquity,22/07/2017,1232835.52,-0.002135044
uKEquity,23/07/2017,1225740.58,-0.005754977
uKEquity,24/07/2017,1218993.18,-0.005504754
uKEquity,25/07/2017,1210832.25,-0.006694812
uKEquity,26/07/2017,1202884.1,-0.006564204
uKEquity,27/07/2017,1197936.76,-0.004112898
uKEquity,28/07/2017,1198754.42,0.000682557
uKEquity,29/07/2017,1195167.541,-0.002992172
uKEquity,30/07/2017,1192942.35,-0.001861823
uKEquity,31/07/2017,1194113.33,0.00098159
uKEquity,01/08/2017,1198383.83,0.003576294
uKEquity,02/08/2017,1194493.05,-0.003246689
uKEquity,03/08/2017,1192978.19,-0.001268203
uKEquity,04/08/2017,1190046.73,-0.002457262
uKEquity,05/08/2017,1183095.31,-0.0058413
uKEquity,06/08/2017,1169884.66,-0.011166176
uKEquity,07/08/2017,1164862.629,-0.004292757
uKEquity,08/08/2017,1164402.07,-0.000395377
uKEquity,09/08/2017,1163830.87,-0.000490552
uKEquity,10/08/2017,1165195.241,0.00117231
uKEquity,11/08/2017,1170999.68,0.004981517
uKEquity,12/08/2017,1178017.471,0.005992991
uKEquity,13/08/2017,1177188.13,-0.000704013
uKEquity,14/08/2017,1177942.56,0.000640875
uKEquity,15/08/2017,1183460.59,0.004684464
uKEquity,16/08/2017,1184569.43,0.000936947
uKEquity,17/08/2017,1183531.5,-0.000876209
uKEquity,18/08/2017,1190100.57,0.005550397
uKEquity,19/08/2017,1199024.59,0.007498543
uKEquity,20/08/2017,1207784.3,0.007305697
uKEquity,21/08/2017,1222895.33,0.012511365
uKEquity,22/08/2017,1230757.24,0.006428931
uKEquity,23/08/2017,1231714.441,0.000777733
uKEquity,24/08/2017,1234518.589,0.002276623
uKEquity,25/08/2017,1238293.88,0.003058107
uKEquity,26/08/2017,1240173.12,0.001517604
uKEquity,27/08/2017,1249222.211,0.007296635
uKEquity,28/08/2017,1257181.691,0.006371549
uKEquity,29/08/2017,1260348.81,0.002519222
uKEquity,30/08/2017,1261656.3,0.001037403
uKEquity,31/08/2017,1259696.87,-0.001553062
uKEquity,01/09/2017,1254157.33,-0.004397518
uKEquity,02/09/2017,1253810.15,-0.000276823
uKEquity,03/09/2017,1256518.97,0.002160471
uKEquity,04/09/2017,1259950.471,0.002730958
uKEquity,05/09/2017,1269259.89,0.007388719
uKEquity,06/09/2017,1282356.63,0.010318407
uKEquity,07/09/2017,1298220.539,0.012370903
uKEquity,08/09/2017,1308765.621,0.008122719
uKEquity,09/09/2017,1318363.33,0.007333406
uKEquity,10/09/2017,1327829.239,0.007180046
uKEquity,11/09/2017,1334884.38,0.005313289
uKEquity,12/09/2017,1342658.46,0.005823785
uKEquity,13/09/2017,1350961.741,0.006184209
uKEquity,14/09/2017,1353152.791,0.001621845
uKEquity,15/09/2017,1348869.13,-0.003165688
uKEquity,16/09/2017,1341464.74,-0.005489332
uKEquity,17/09/2017,1331756.95,-0.007236709
uKEquity,18/09/2017,1320580.519,-0.008392245
uKEquity,19/09/2017,1318076.57,-0.001896098
uKEquity,20/09/2017,1318801.32,0.000549854
uKEquity,21/09/2017,1323933.511,0.003891557
uKEquity,22/09/2017,1328469.37,0.003426048
uKEquity,23/09/2017,1340840.481,0.009312304
uKEquity,24/09/2017,1347623.37,0.005058685
uKEquity,25/09/2017,1349113.56,0.001105791
uKEquity,26/09/2017,1351448.31,0.001730581
uKEquity,27/09/2017,1349863.44,-0.00117272
uKEquity,28/09/2017,1348033.94,-0.001355322
uKEquity,29/09/2017,1348552.94,0.000385005
uKEquity,30/09/2017,1357882.829,0.006918445
uKEquity,01/10/2017,1365454.539,0.005576114
uKEquity,02/10/2017,1378499.68,0.009553698
uKEquity,03/10/2017,1390103.531,0.008417739
uKEquity,04/10/2017,1400396.04,0.007404132
uKEquity,05/10/2017,1402211.499,0.00129639
uKEquity,06/10/2017,1403670.09,0.001040207
uKEquity,07/10/2017,1399733.5,-0.002804498
uKEquity,08/10/2017,1392192.93,-0.005387147
uKEquity,09/10/2017,1389802.139,-0.001717284
uKEquity,10/10/2017,1387769.24,-0.001462726
uKEquity,11/10/2017,1384807.06,-0.00213449
uKEquity,12/10/2017,1384928.369,8.76E-05
uKEquity,13/10/2017,1384215.821,-0.000514546
uKEquity,14/10/2017,1380458.91,-0.002714107
uKEquity,15/10/2017,1379732.84,-0.000525963
uKEquity,16/10/2017,1378793.41,-0.000680878
uKEquity,17/10/2017,1377443.65,-0.000978943
uKEquity,18/10/2017,1381189.541,0.002719451
uKEquity,19/10/2017,1378427.15,-0.002000008
uKEquity,20/10/2017,1380108.32,0.001219629
uKEquity,21/10/2017,1380110.169,1.34E-06
uKEquity,22/10/2017,1376077.81,-0.002921767
uKEquity,23/10/2017,1369911.82,-0.004480844
uKEquity,24/10/2017,1370088.91,0.000129271
uKEquity,25/10/2017,1363464.32,-0.004835153
uKEquity,26/10/2017,1360384.61,-0.002258739
uKEquity,27/10/2017,1358412.65,-0.001449561
uKEquity,28/10/2017,1351245.34,-0.005276239
uKEquity,29/10/2017,1346709.13,-0.003357059
uKEquity,30/10/2017,1344134.44,-0.001911838
uKEquity,31/10/2017,1339547.74,-0.003412382
uKEquity,01/11/2017,1340633.89,0.000810833
uKEquity,02/11/2017,1349419.071,0.006553005
uKEquity,03/11/2017,1357638.28,0.006090925
uKEquity,04/11/2017,1363406.199,0.004248495
uKEquity,05/11/2017,1365045.001,0.00120199
uKEquity,06/11/2017,1361884.919,-0.002315001
uKEquity,07/11/2017,1349924.26,-0.008782431
uKEquity,08/11/2017,1337872.02,-0.008928086
uKEquity,09/11/2017,1327168.309,-0.008000549
uKEquity,10/11/2017,1325310.97,-0.001399476
uKEquity,11/11/2017,1328430.639,0.002353915
uKEquity,12/11/2017,1339620.06,0.008423037
uKEquity,13/11/2017,1342964.85,0.00249682
uKEquity,14/11/2017,1351613,0.006439595
uKEquity,15/11/2017,1359717.72,0.005996332
uKEquity,16/11/2017,1368913.5,0.006763007
uKEquity,17/11/2017,1378636.42,0.007102655
uKEquity,18/11/2017,1398232.14,0.014213842
uKEquity,19/11/2017,1419647.68,0.015316155
uKEquity,20/11/2017,1438619.279,0.013363597
uKEquity,21/11/2017,1450164.541,0.008025237
uKEquity,22/11/2017,1456086.52,0.004083661
uKEquity,23/11/2017,1454862.141,-0.00084087
uKEquity,24/11/2017,1453126.06,-0.001193295
uKEquity,25/11/2017,1449104.57,-0.002767475
uKEquity,26/11/2017,1446577.379,-0.001743967
uKEquity,27/11/2017,1451340.47,0.003292662
uKEquity,28/11/2017,1457566.639,0.004289944
uKEquity,29/11/2017,1457388.91,-0.000121936
uKEquity,30/11/2017,1463933.759,0.004490805
uKEquity,01/12/2017,1477337.86,0.00915622
uKEquity,02/12/2017,1487243.28,0.006704912
uKEquity,03/12/2017,1498958.681,0.007877259
uKEquity,04/12/2017,1514140.76,0.010128418
uKEquity,05/12/2017,1521564.63,0.004903025
uKEquity,06/12/2017,1518646.26,-0.001918006
uKEquity,07/12/2017,1515488.401,-0.002079391
uKEquity,08/12/2017,1507074.38,-0.005552019
uKEquity,09/12/2017,1497108.1,-0.006612998
uKEquity,10/12/2017,1488658.35,-0.005644048
uKEquity,11/12/2017,1488293.84,-0.000244858
uKEquity,12/12/2017,1482808.62,-0.003685576
uKEquity,13/12/2017,1483023.4,0.000144847
uKEquity,14/12/2017,1489881.16,0.004624175
uKEquity,15/12/2017,1495498.2,0.003770126
uKEquity,16/12/2017,1499254.06,0.002511444
uKEquity,17/12/2017,1508802.01,0.006368467
uKEquity,18/12/2017,1518116.601,0.006173501
uKEquity,19/12/2017,1520628.02,0.0016543
uKEquity,20/12/2017,1526596.391,0.003924938
uKEquity,21/12/2017,1527912.33,0.000862009
uKEquity,22/12/2017,1526618.98,-0.000846482
uKEquity,23/12/2017,1518446.979,-0.005353006
uKEquity,24/12/2017,1514748.48,-0.002435712
uKEquity,25/12/2017,1506625.26,-0.005362752
uKEquity,26/12/2017,1500465.04,-0.004088754
uKEquity,27/12/2017,1489368.709,-0.007395261
uKEquity,28/12/2017,1477835.649,-0.00774359
uKEquity,29/12/2017,1461086.849,-0.011333331
uKEquity,30/12/2017,1448415.33,-0.008672667
uKEquity,31/12/2017,1441598.16,-0.00470664
uKEquity,01/01/2018,1442354.77,0.000524841
uKEquity,02/01/2018,1446404.03,0.002807395
uKEquity,03/01/2018,1448847.75,0.001689514
uKEquity,04/01/2018,1449887.169,0.000717411
uKEquity,05/01/2018,1448723.27,-0.000802752
uKEquity,06/01/2018,1440328.471,-0.005794619
uKEquity,07/01/2018,1435686.27,-0.003223015
uKEquity,08/01/2018,1436571.77,0.000616778
uKEquity,09/01/2018,1435252.369,-0.000918437
uKEquity,10/01/2018,1435796.24,0.000378937
uKEquity,11/01/2018,1437201.5,0.000978732
uKEquity,12/01/2018,1434370.83,-0.001969571
uKEquity,13/01/2018,1428434.311,-0.004138762
uKEquity,14/01/2018,1428076.76,-0.000250309
uKEquity,15/01/2018,1427096.939,-0.000686112
uKEquity,16/01/2018,1425788.249,-0.00091703
uKEquity,17/01/2018,1431657.51,0.004116502
uKEquity,18/01/2018,1441899.591,0.007154002
uKEquity,19/01/2018,1450483.55,0.00595323
uKEquity,20/01/2018,1450140.57,-0.000236459
uKEquity,21/01/2018,1459645.88,0.006554751
uKEquity,22/01/2018,1464223.34,0.003136007
uKEquity,23/01/2018,1465156.82,0.000637526
uKEquity,24/01/2018,1461614.89,-0.002417441
uKEquity,25/01/2018,1458508.749,-0.002125143
uKEquity,26/01/2018,1455299.85,-0.002200124
uKEquity,27/01/2018,1447272.95,-0.005515633
uKEquity,28/01/2018,1439761.53,-0.005190051
uKEquity,29/01/2018,1436961.47,-0.001944808
uKEquity,30/01/2018,1442754.439,0.004031402
uKEquity,31/01/2018,1441124.69,-0.00112961
uKEquity,01/02/2018,1439661.18,-0.001015533
uKEquity,02/02/2018,1432217.87,-0.005170182
uKEquity,03/02/2018,1425650.87,-0.004585196
uKEquity,04/02/2018,1413171.19,-0.008753672
uKEquity,05/02/2018,1405402.459,-0.005497374
uKEquity,06/02/2018,1407218.33,0.001292064
uKEquity,07/02/2018,1418853.79,0.008268411
uKEquity,08/02/2018,1427461.291,0.006066517
uKEquity,09/02/2018,1443644.22,0.011336861
uKEquity,10/02/2018,1451743.691,0.005610434
uKEquity,11/02/2018,1454892.529,0.002169005
uKEquity,12/02/2018,1448793.76,-0.004191904
uKEquity,13/02/2018,1448139.87,-0.000451334
uKEquity,14/02/2018,1444235.11,-0.002696397
uKEquity,15/02/2018,1447041,0.001942821
uKEquity,16/02/2018,1454531.9,0.005176702
uKEquity,17/02/2018,1464210.109,0.006653831
uKEquity,18/02/2018,1473007.44,0.006008243
uKEquity,19/02/2018,1477430.75,0.003002911
uKEquity,20/02/2018,1479191.74,0.001191927
uKEquity,21/02/2018,1472566.669,-0.004478845
uKEquity,22/02/2018,1470650.669,-0.00130113
uKEquity,23/02/2018,1466344.22,-0.002928262
uKEquity,24/02/2018,1468763.579,0.001649926
uKEquity,25/02/2018,1475332.08,0.004472129
uKEquity,26/02/2018,1487775.889,0.008434582
uKEquity,27/02/2018,1494543.701,0.004548945
uKEquity,28/02/2018,1504963.14,0.006971653
uKEquity,01/03/2018,1509715.8,0.003157991
uKEquity,02/03/2018,1509450.159,-0.000175954
uKEquity,03/03/2018,1505358.73,-0.002710543
uKEquity,04/03/2018,1506172.08,0.000540303
uKEquity,05/03/2018,1503842.14,-0.001546928
uKEquity,06/03/2018,1503184.62,-0.000437227
uKEquity,07/03/2018,1510004.3,0.004536821
uKEquity,08/03/2018,1522459.869,0.008248698
uKEquity,09/03/2018,1531724.561,0.006085343
uKEquity,10/03/2018,1543801.461,0.007884512
uKEquity,11/03/2018,1560372.58,0.010733971
uKEquity,12/03/2018,1572170.381,0.007560887
uKEquity,13/03/2018,1577576.67,0.003438743
uKEquity,14/03/2018,1579879.93,0.001459999
uKEquity,15/03/2018,1571999.46,-0.004988018
uKEquity,16/03/2018,1564891.951,-0.004521318
uKEquity,17/03/2018,1552799.29,-0.007727473
uKEquity,18/03/2018,1546596.48,-0.003994599
uKEquity,19/03/2018,1548778.44,0.001410814
uKEquity,20/03/2018,1554611.5,0.003766233
uKEquity,21/03/2018,1549183.58,-0.003491496
uKEquity,22/03/2018,1548408.709,-0.00050018
uKEquity,23/03/2018,1549807.75,0.000903534
uKEquity,24/03/2018,1552980.71,0.002047325
uKEquity,25/03/2018,1552578.681,-0.000258876
uKEquity,26/03/2018,1560684.04,0.005220579
uKEquity,27/03/2018,1568150.58,0.004784146
uKEquity,28/03/2018,1572670.57,0.00288237
uKEquity,29/03/2018,1572455.621,-0.000136678
uKEquity,30/03/2018,1572951.67,0.000315462
uKEquity,31/03/2018,1567098.011,-0.003721449
uKEquity,01/04/2018,1557425.79,-0.006172058
uKEquity,02/04/2018,1550352.52,-0.004541642
uKEquity,03/04/2018,1538602.69,-0.007578812
uKEquity,04/04/2018,1527741.82,-0.007058918
uKEquity,05/04/2018,1514368.81,-0.008753449
uKEquity,06/04/2018,1505410.53,-0.005915521
uKEquity,07/04/2018,1489224.22,-0.01075209
uKEquity,08/04/2018,1478830.4,-0.006979352
uKEquity,09/04/2018,1471090.49,-0.005233805
uKEquity,10/04/2018,1468244.42,-0.001934667
uKEquity,11/04/2018,1463321.26,-0.003353093
uKEquity,12/04/2018,1462183.599,-0.000777451
uKEquity,13/04/2018,1456694.05,-0.003754351
uKEquity,14/04/2018,1449212.58,-0.005135924
uKEquity,15/04/2018,1439591.93,-0.006638536
uKEquity,16/04/2018,1427579.46,-0.008344358
uKEquity,17/04/2018,1419575.51,-0.005606658
uKEquity,18/04/2018,1410030.651,-0.006723742
uKEquity,19/04/2018,1407455.27,-0.001826471
uKEquity,20/04/2018,1408558.16,0.000783606
uKEquity,21/04/2018,1419180.1,0.007541002
uKEquity,22/04/2018,1420450.91,0.000895454
uKEquity,23/04/2018,1422310.36,0.001309056
uKEquity,24/04/2018,1420585.14,-0.00121297
uKEquity,25/04/2018,1421194.7,0.000429091
uKEquity,26/04/2018,1422060.54,0.000609234
uKEquity,27/04/2018,1423072.68,0.000711742
uKEquity,28/04/2018,1425988.93,0.002049263
uKEquity,29/04/2018,1427110.179,0.000786296
uKEquity,30/04/2018,1424004.27,-0.002176363
uKEquity,01/05/2018,1417387.68,-0.004646468
uKEquity,02/05/2018,1412840.96,-0.003207817
uKEquity,03/05/2018,1410411.639,-0.001719458
uKEquity,04/05/2018,1405130.85,-0.003744148
uKEquity,05/05/2018,1406108.3,0.000695629
uKEquity,06/05/2018,1405765.061,-0.000244106
uKEquity,07/05/2018,1409710.29,0.002806465
uKEquity,08/05/2018,1415035.76,0.003777705
uKEquity,09/05/2018,1429346.26,0.010113172
uKEquity,10/05/2018,1433502.41,0.002907728
uKEquity,11/05/2018,1439803.46,0.004395563
uKEquity,12/05/2018,1443397.26,0.002496035
uKEquity,13/05/2018,1444708.36,0.000908343
uKEquity,14/05/2018,1442367.6,-0.00162023
uKEquity,15/05/2018,1445347.901,0.002066256
uKEquity,16/05/2018,1450292.11,0.003420775
uKEquity,17/05/2018,1453152.011,0.001971948
uKEquity,18/05/2018,1452679.51,-0.000325155
uKEquity,19/05/2018,1452287.08,-0.000270142
uKEquity,20/05/2018,1455474.14,0.002194511
uKEquity,21/05/2018,1450185.24,-0.003633799
uKEquity,22/05/2018,1442011.749,-0.00563617
uKEquity,23/05/2018,1442691.98,0.000471723
uKEquity,24/05/2018,1438868.009,-0.00265058
uKEquity,25/05/2018,1435475.6,-0.002357694
uKEquity,26/05/2018,1431504.51,-0.002766393
uKEquity,27/05/2018,1433286.49,0.00124483
uKEquity,28/05/2018,1425809.49,-0.005216682
uKEquity,29/05/2018,1427038.36,0.000861875
uKEquity,30/05/2018,1426861.14,-0.000124187
uKEquity,31/05/2018,1425317.81,-0.001081626
uKEquity,01/06/2018,1419334.26,-0.004198046
uKEquity,02/06/2018,1420383.12,0.00073898
uKEquity,03/06/2018,1416363.69,-0.002829821
uKEquity,04/06/2018,1414673.489,-0.001193338
uKEquity,05/06/2018,1420591.16,0.004183064
uKEquity,06/06/2018,1429446.22,0.006233363
uKEquity,07/06/2018,1436235.829,0.004749818
uKEquity,08/06/2018,1443334.25,0.004942378
uKEquity,09/06/2018,1444341.751,0.000698037
uKEquity,10/06/2018,1437870.44,-0.004480456
uKEquity,11/06/2018,1437369.06,-0.000348696
uKEquity,12/06/2018,1435316.381,-0.001428081
uKEquity,13/06/2018,1433963.63,-0.000942475
uKEquity,14/06/2018,1432460.67,-0.001048116
uKEquity,15/06/2018,1435682.3,0.002249018
uKEquity,16/06/2018,1436779.51,0.000764243
uKEquity,17/06/2018,1437780.93,0.000696989
uKEquity,18/06/2018,1443132.159,0.003721867
uKEquity,19/06/2018,1445324.49,0.001519147
uKEquity,20/06/2018,1450908.839,0.003863734
uKEquity,21/06/2018,1453179.221,0.001564799
uKEquity,22/06/2018,1455314.69,0.001469516
uKEquity,23/06/2018,1455714.19,0.000274511
uKEquity,24/06/2018,1463759.82,0.00552693
uKEquity,25/06/2018,1463655.161,-7.15E-05
uKEquity,26/06/2018,1464839.25,0.000809036
uKEquity,27/06/2018,1469878.06,0.003439838
uKEquity,28/06/2018,1472671.64,0.001900552
uKEquity,29/06/2018,1470874.02,-0.001220652
uKEquity,30/06/2018,1470560.78,-0.000212962
uKEquity,01/07/2018,1469640.05,-0.000626108
uKEquity,02/07/2018,1467150.921,-0.0016937
uKEquity,03/07/2018,1463041.73,-0.002800796
uKEquity,04/07/2018,1463687.381,0.000441307
uKEquity,05/07/2018,1472839.301,0.006252647
uKEquity,06/07/2018,1484618.949,0.007997919
uKEquity,07/07/2018,1490822.179,0.004178331
uKEquity,08/07/2018,1493584.82,0.001853098
uKEquity,09/07/2018,1493966.44,0.000255506
uKEquity,10/07/2018,1491596.04,-0.001586649
uKEquity,11/07/2018,1484742.46,-0.004594796
uKEquity,12/07/2018,1477845.62,-0.004645142
uKEquity,13/07/2018,1469699.131,-0.005512409
uKEquity,14/07/2018,1461829.83,-0.005354361
uKEquity,15/07/2018,1450150.69,-0.007989398
uKEquity,16/07/2018,1436732.09,-0.009253245
uKEquity,17/07/2018,1431921.02,-0.00334862
uKEquity,18/07/2018,1435360.269,0.002401843
uKEquity,19/07/2018,1441121.32,0.004013661
uKEquity,20/07/2018,1447476.58,0.004409941
uKEquity,21/07/2018,1461563.39,0.009731978
uKEquity,22/07/2018,1471181.459,0.006580672
uKEquity,23/07/2018,1479225.849,0.005467979
uKEquity,24/07/2018,1488892.839,0.006535168
uKEquity,25/07/2018,1495255.411,0.004273357
uKEquity,26/07/2018,1498859.87,0.002410598
uKEquity,27/07/2018,1500159.62,0.000867159
uKEquity,28/07/2018,1498509.29,-0.001100103
uKEquity,29/07/2018,1488544.96,-0.006649495
uKEquity,30/07/2018,1479165.47,-0.006301113
uKEquity,31/07/2018,1464650.53,-0.009812925
uKEquity,01/08/2018,1455501.63,-0.006246473
uKEquity,02/08/2018,1444444.58,-0.007596728
uKEquity,03/08/2018,1435631.67,-0.006101245
uKEquity,04/08/2018,1427522.85,-0.005648259
uKEquity,05/08/2018,1418811.69,-0.006102291
uKEquity,06/08/2018,1412819.469,-0.004223408
uKEquity,07/08/2018,1405583.5,-0.005121652
uKEquity,08/08/2018,1399318.961,-0.004456896
uKEquity,09/08/2018,1401748.579,0.001736287
uKEquity,10/08/2018,1413866.769,0.008645052
uKEquity,11/08/2018,1426877.839,0.009202472
uKEquity,12/08/2018,1440917.169,0.009839195
uKEquity,13/08/2018,1449135.13,0.005703284
uKEquity,14/08/2018,1449417.451,0.00019482
uKEquity,15/08/2018,1449317.73,-6.88E-05
uKEquity,16/08/2018,1441435.4,-0.005438635
uKEquity,17/08/2018,1431902.44,-0.006613519
uKEquity,18/08/2018,1433371.149,0.001025705
uKEquity,19/08/2018,1439230.131,0.004087553
uKEquity,20/08/2018,1443510.821,0.002974292
uKEquity,21/08/2018,1448223.17,0.003264506
uKEquity,22/08/2018,1458782.799,0.007291438
uKEquity,23/08/2018,1467766.58,0.006158408
uKEquity,24/08/2018,1478282.339,0.007164463
uKEquity,25/08/2018,1480723.689,0.001651477
uKEquity,26/08/2018,1487173.08,0.004355566
uKEquity,27/08/2018,1497536.721,0.006968685
uKEquity,28/08/2018,1503983.06,0.004304629
uKEquity,29/08/2018,1506885.49,0.001929829
uKEquity,30/08/2018,1515932.3,0.006003648
uKEquity,31/08/2018,1516942.37,0.000666303
uKEquity,01/09/2018,1507548.7,-0.006192503
uKEquity,02/09/2018,1498532.98,-0.005980384
uKEquity,03/09/2018,1488728.28,-0.006542866
uKEquity,04/09/2018,1477081.53,-0.007823288
uKEquity,05/09/2018,1468803.789,-0.005604119
uKEquity,06/09/2018,1469415.99,0.000416802
uKEquity,07/09/2018,1473663.29,0.002890468
uKEquity,08/09/2018,1478198.85,0.003077745
uKEquity,09/09/2018,1481231.801,0.002051788
uKEquity,10/09/2018,1485681.951,0.003004358
uKEquity,11/09/2018,1486513.419,0.000559655
uKEquity,12/09/2018,1485786.94,-0.000488714
uKEquity,13/09/2018,1482393.03,-0.002284251
uKEquity,14/09/2018,1477796.19,-0.003100959
uKEquity,15/09/2018,1473318.45,-0.003030012
uKEquity,16/09/2018,1472389.25,-0.000630685
uKEquity,17/09/2018,1465939.221,-0.004380655
uKEquity,18/09/2018,1460273.51,-0.003864901
uKEquity,19/09/2018,1459174.46,-0.000752633
uKEquity,20/09/2018,1462348.31,0.0021751
uKEquity,21/09/2018,1457412.24,-0.003375441
uKEquity,22/09/2018,1453664.63,-0.002571414
uKEquity,23/09/2018,1457264.391,0.002476335
uKEquity,24/09/2018,1458644.21,0.000946856
uKEquity,25/09/2018,1461549.33,0.001991658
uKEquity,26/09/2018,1469175.99,0.005218202
uKEquity,27/09/2018,1478884.561,0.006608174
uKEquity,28/09/2018,1485141.65,0.004230952
uKEquity,29/09/2018,1491863.729,0.004526221
uKEquity,30/09/2018,1497067.06,0.003487805
uKEquity,01/10/2018,1507271.229,0.006816107
uKEquity,02/10/2018,1522472.25,0.010085126
uKEquity,03/10/2018,1537768.909,0.01004725
uKEquity,04/10/2018,1558950.38,0.013774157
uKEquity,05/10/2018,1575951.06,0.010905209
uKEquity,06/10/2018,1583970.021,0.005088331
uKEquity,07/10/2018,1588835.73,0.003071845
uKEquity,08/10/2018,1596561.259,0.004862384
uKEquity,09/10/2018,1598889.021,0.001457984
uKEquity,10/10/2018,1598521.06,-0.000230135
uKEquity,11/10/2018,1606893.92,0.005237879
uKEquity,12/10/2018,1613529.68,0.004129557
uKEquity,13/10/2018,1611810.821,-0.001065279
uKEquity,14/10/2018,1605166.37,-0.004122351
uKEquity,15/10/2018,1606226.269,0.000660305
uKEquity,16/10/2018,1608036.06,0.001126734
uKEquity,17/10/2018,1614519.39,0.004031831
uKEquity,18/10/2018,1630320.64,0.009786968
uKEquity,19/10/2018,1645424.79,0.009264527
uKEquity,20/10/2018,1652480.46,0.004288054
uKEquity,21/10/2018,1656428.9,0.002389402
uKEquity,22/10/2018,1649518.94,-0.004171601
uKEquity,23/10/2018,1631612.27,-0.010855692
uKEquity,24/10/2018,1615338.05,-0.009974318
uKEquity,25/10/2018,1604143.181,-0.006930357
uKEquity,26/10/2018,1586392.41,-0.011065577
uKEquity,27/10/2018,1568085.83,-0.011539755
uKEquity,28/10/2018,1556602.96,-0.007322858
uKEquity,29/10/2018,1552540.591,-0.002609766
uKEquity,30/10/2018,1544962.209,-0.004881277
uKEquity,31/10/2018,1542559.319,-0.001555307
uKEquity,01/11/2018,1547644.28,0.003296444
uKEquity,02/11/2018,1546698.4,-0.000611174
uKEquity,03/11/2018,1538833.31,-0.005085083
uKEquity,04/11/2018,1531293.01,-0.004900011
uKEquity,05/11/2018,1527298.719,-0.002608443
uKEquity,06/11/2018,1517280.21,-0.006559627
uKEquity,07/11/2018,1510041.931,-0.004770562
uKEquity,08/11/2018,1500850.731,-0.006086718
uKEquity,09/11/2018,1493876.53,-0.004646831
uKEquity,10/11/2018,1482002.7,-0.007948334
uKEquity,11/11/2018,1471524.48,-0.007070311
uKEquity,12/11/2018,1465822.741,-0.003874716
uKEquity,13/11/2018,1466535.7,0.000486389
uKEquity,14/11/2018,1466220.28,-0.000215078
uKEquity,15/11/2018,1465799.84,-0.000286751
uKEquity,16/11/2018,1466742.181,0.000642885
uKEquity,17/11/2018,1470646.439,0.002661858
